,text,y_true,y_pred,prompt,answer,true_predict
22,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [We are planning to reaccelerate or accelerate hiring in 2020 and that's really going to be focused on the important priorities of the Company.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [We are planning to reaccelerate or accelerate hiring in 2020 and that\'s really going to be focused on the important priorities of the Company.] = Prem'}]",Prem,0
23,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [This is a healthy state.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [This is a healthy state.] = Prem'}]",Prem,0
24,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [DefShop is an e-commerce fashion brand in Germany.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [DefShop is an e-commerce fashion brand in Germany.] = Prem'}]",Prem,0
25,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [But again, I don't view that as negative performance.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [But again, I don\'t view that as negative performance.] = Prem'}]",Prem,0
26,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [So, that's part of what you're seeing.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [So, that\'s part of what you\'re seeing.] = Prem'}]",Prem,0
27,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [And, we're going to work with the news publishers to make this very valuable and I'm optimistic that we can get there.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [And, we\'re going to work with the news publishers to make this very valuable and I\'m optimistic that we can get there.] = Prem'}]",Prem,0
28,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [So before the game, they targeted their 30-second Super Bowl ad that featured Drake to people with NFL and celebrity interests.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [So before the game, they targeted their 30-second Super Bowl ad that featured Drake to people with NFL and celebrity interests.] = Prem'}]",Prem,0
29,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [And so you should take from our filing that we viewed it as we didn't see another way forward.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [And so you should take from our filing that we viewed it as we didn\'t see another way forward.] = Prem'}]",Prem,0
30,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [And again, we have a lot of experience at this.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [And again, we have a lot of experience at this.] = Prem'}]",Prem,0
31,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [But the important thing to keep in mind on this is we don't really – we don't need to do pre-roll] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [But the important thing to keep in mind on this is we don\'t really – we don\'t need to do pre-roll] = Prem'}]",Prem,0
32,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [We have many other Services businesses that are doing very well.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [We have many other Services businesses that are doing very well.] = Prem'}]",Prem,0
33,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [I also really like what I've seen with the iPhone SE and the fact that it's opening the door to customers that we weren't reaching before and likely convincing some people to upgrade that wanted a smaller form factor but wanted to stay with iPhone, and so they were waiting for the iPhone SE.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [I also really like what I\'ve seen with the iPhone SE and the fact that it\'s opening the door to customers that we weren\'t reaching before and likely convincing some people to upgrade that wanted a smaller form factor but wanted to stay with iPhone, and so they were waiting for the iPhone SE.] = Prem'}]",Prem,0
34,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [They used a very broad video to drive brand awareness.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [They used a very broad video to drive brand awareness.] = Prem'}]",Prem,0
35,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [They may be one year leases that could actually help the upgrade rate.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [They may be one year leases that could actually help the upgrade rate.] = Prem'}]",Prem,0
36,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [There might be some sort of a new normal in the economy, but a new normal there is still a good growth rate.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [There might be some sort of a new normal in the economy, but a new normal there is still a good growth rate.] = Prem'}]",Prem,0
37,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [And then in terms of does that have any meaningful contribution from areas of innovation, we talked about some of the areas that we're investing in.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [And then in terms of does that have any meaningful contribution from areas of innovation, we talked about some of the areas that we\'re investing in.] = Prem'}]",Prem,0
38,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [A modern infrastructure has to both be secure at its very core, and that can result, as you're seeing through that confluence of events, in a very strong PC market with very strong Pro performance] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [A modern infrastructure has to both be secure at its very core, and that can result, as you\'re seeing through that confluence of events, in a very strong PC market with very strong Pro performance] = Prem'}]",Prem,0
39,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [And obviously the kind of numbers that we have indicated growth in the revenue means that iPhone would have another stellar quarter.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [And obviously the kind of numbers that we have indicated growth in the revenue means that iPhone would have another stellar quarter.] = Prem'}]",Prem,0
40,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [And so that’s what I think Amy’s comments also reflected and that’s what we expect to have happen in the rest of this fiscal year.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [And so that’s what I think Amy’s comments also reflected and that’s what we expect to have happen in the rest of this fiscal year.] = Prem'}]",Prem,0
41,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [So the product directive that I've given to all of our teams is to shift from focusing on showing the most meaningful content to people to instead to now encouraging the most meaningful social interaction.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [So the product directive that I\'ve given to all of our teams is to shift from focusing on showing the most meaningful content to people to instead to now encouraging the most meaningful social interaction.] = Prem'}]",Prem,0
42,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [And you may have seen that at the beginning of the quarter, sometime in April I believe, we announced a fund, an Advanced Manufacturing Fund, that we're initially placing $1 billion in.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [And you may have seen that at the beginning of the quarter, sometime in April I believe, we announced a fund, an Advanced Manufacturing Fund, that we\'re initially placing $1 billion in.] = Prem'}]",Prem,0
43,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [When you seeing capable of running flow to create intelligence, that is what we are using impact from our speech and vision work.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [When you seeing capable of running flow to create intelligence, that is what we are using impact from our speech and vision work.] = Prem'}]",Prem,0
44,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [and so this is the year where we've got our peak requirements in terms of capital.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [and so this is the year where we\'ve got our peak requirements in terms of capital.] = Prem'}]",Prem,0
45,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [EGM in North America grew 32%, which was higher than the revenue growth rate, and also grew 36% internationally.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [EGM in North America grew 32%, which was higher than the revenue growth rate, and also grew 36% internationally.] = Prem'}]",Prem,0
46,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [We then recently came out with ARKit 2.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [We then recently came out with ARKit 2.] = Prem'}]",Prem,0
47,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [And what we're seeing is accelerating enterprise deployment of Windows 10.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [And what we\'re seeing is accelerating enterprise deployment of Windows 10.] = Prem'}]",Prem,0
48,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [And then in terms of local communities, one of the big trends in the world that we've seen is just that participation in all kinds of different physical communities, whether they're sports teams or some religious groups or different kinds of different things, have been declining a lot over the past several decades.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [And then in terms of local communities, one of the big trends in the world that we\'ve seen is just that participation in all kinds of different physical communities, whether they\'re sports teams or some religious groups or different kinds of different things, have been declining a lot over the past several decades.] = Prem'}]",Prem,0
49,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [In fact, in some ways, it actually includes an acceleration in certain areas.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [In fact, in some ways, it actually includes an acceleration in certain areas.] = Prem'}]",Prem,0
50,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [The kind of things we’re able to do with targeting and measurement apply across industries and obviously have to be industry and vertical specific and we’re working hard at that.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [The kind of things we’re able to do with targeting and measurement apply across industries and obviously have to be industry and vertical specific and we’re working hard at that.] = Prem'}]",Prem,0
51,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [Tens of thousands of developers are building new skills for Alexa.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [Tens of thousands of developers are building new skills for Alexa.] = Prem'}]",Prem,0
52,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [That 2-point year-over-year increase in the commercial cloud gross margin really, even with the massive growth in Azure over the course of the year, certainly implies the improvement that we expected.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [That 2-point year-over-year increase in the commercial cloud gross margin really, even with the massive growth in Azure over the course of the year, certainly implies the improvement that we expected.] = Prem'}]",Prem,0
53,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [It continues to drive better conversion of free trials, higher membership renewal rates for existing subscribers and higher overall engagement.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [It continues to drive better conversion of free trials, higher membership renewal rates for existing subscribers and higher overall engagement.] = Prem'}]",Prem,0
54,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [On the switcher side, we really like what we're seeing.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [On the switcher side, we really like what we\'re seeing.] = Prem'}]",Prem,0
55,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [I think about it as an encouragement that they want to fill the channel as quickly as they can over the coming quarters with new machines.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [I think about it as an encouragement that they want to fill the channel as quickly as they can over the coming quarters with new machines.] = Prem'}]",Prem,0
56,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [We are entering into a period where that's going to increasingly be primarily video, and we're seeing huge growth there.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [We are entering into a period where that\'s going to increasingly be primarily video, and we\'re seeing huge growth there.] = Prem'}]",Prem,0
57,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [We think that our Services business will continue to grow well.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [We think that our Services business will continue to grow well.] = Prem'}]",Prem,0
58,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [The quarter that, or the four week period that you see running through the Amazon P&L this quarter is pretty hard to draw conclusions on other than revenue at this point.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [The quarter that, or the four week period that you see running through the Amazon P&L this quarter is pretty hard to draw conclusions on other than revenue at this point.] = Prem'}]",Prem,0
59,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [The basic story that we've seen within the Facebook app is, over the last few years, the amount of time that people were spending in the app was increasing primarily because people were consuming more public content, like passive video consumption and news.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [The basic story that we\'ve seen within the Facebook app is, over the last few years, the amount of time that people were spending in the app was increasing primarily because people were consuming more public content, like passive video consumption and news.] = Prem'}]",Prem,0
60,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [And we've exited the quarter also on iPad and Mac well within the ranges that we want to have.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [And we\'ve exited the quarter also on iPad and Mac well within the ranges that we want to have.] = Prem'}]",Prem,0
61,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [We think there's – continue to be great opportunities to do that, and how the supply-demand dynamics play out will kind of impact the overall direction of price.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [We think there\'s – continue to be great opportunities to do that, and how the supply-demand dynamics play out will kind of impact the overall direction of price.] = Prem'}]",Prem,0
62,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [One are to the capture and sharing tools that we offer.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [One are to the capture and sharing tools that we offer.] = Prem'}]",Prem,0
63,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [So E3, E5, and higher penetration of this is what's going to drive ASP growth.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [So E3, E5, and higher penetration of this is what\'s going to drive ASP growth.] = Prem'}]",Prem,0
64,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [Of the usage on the platform, we do think that that is the most valuable usage, but that's why we're going in that direction.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [Of the usage on the platform, we do think that that is the most valuable usage, but that\'s why we\'re going in that direction.] = Prem'}]",Prem,0
65,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [And through Q4 [ph] we did everything we could to have the best prices available for customers and in stock in time for the holiday.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [And through Q4 [ph] we did everything we could to have the best prices available for customers and in stock in time for the holiday.] = Prem'}]",Prem,0
66,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [We would be 800 basis points higher this quarter from the 33% that we've reported if it wasn't for the movement in currencies around the world.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [We would be 800 basis points higher this quarter from the 33% that we\'ve reported if it wasn\'t for the movement in currencies around the world.] = Prem'}]",Prem,0
67,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [But as we can help people reduce friction and close that loop, we think that's a good opportunity for people and for our business.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [But as we can help people reduce friction and close that loop, we think that\'s a good opportunity for people and for our business.] = Prem'}]",Prem,0
68,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [So it is true that the deals are much broader, deeper.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [So it is true that the deals are much broader, deeper.] = Prem'}]",Prem,0
69,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [It's going to be localized instead for different parts of the world.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [It\'s going to be localized instead for different parts of the world.] = Prem'}]",Prem,0
70,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [We tell marketers all over the world that we want to be the best dollar, the best minute, the best euro they spend and it’s up to us to prove that ROI and we’re going to continue to do that.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [We tell marketers all over the world that we want to be the best dollar, the best minute, the best euro they spend and it’s up to us to prove that ROI and we’re going to continue to do that.] = Prem'}]",Prem,0
71,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [We're seeing a similar trend there.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [We\'re seeing a similar trend there.] = Prem'}]",Prem,0
72,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [I think that has actually been a core component.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [I think that has actually been a core component.] = Prem'}]",Prem,0
73,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [because we believe in a world where our own assistant should be available everywhere and so should other assistants be available on our devices versus thinking that the end game here is about speaking, doing one-turn dialogues on one speaker in one home.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [because we believe in a world where our own assistant should be available everywhere and so should other assistants be available on our devices versus thinking that the end game here is about speaking, doing one-turn dialogues on one speaker in one home.] = Prem'}]",Prem,0
74,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [And that in fact in Q1 caused the market to expand.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [And that in fact in Q1 caused the market to expand.] = Prem'}]",Prem,0
75,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [With the iPhone 7 Plus, we put an incredible amount of innovation into the camera and the overall photo experience, and customers are obviously using that and have discovered that they love it.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [With the iPhone 7 Plus, we put an incredible amount of innovation into the camera and the overall photo experience, and customers are obviously using that and have discovered that they love it.] = Prem'}]",Prem,0
76,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [They see Teams that can not only change what Satya talked about, but also develop culture change in terms of employees being able to be involved and collaborate regardless of the org chart and that is what you're going to see.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [They see Teams that can not only change what Satya talked about, but also develop culture change in terms of employees being able to be involved and collaborate regardless of the org chart and that is what you\'re going to see.] = Prem'}]",Prem,0
77,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [So really pleased with that.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [So really pleased with that.] = Prem'}]",Prem,0
78,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [And that means that you have multiple targeting opportunities, multiple opportunities, and even opportunities to see who engages in an ad in one place and then reinvest to continue the conversation with those customers.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [And that means that you have multiple targeting opportunities, multiple opportunities, and even opportunities to see who engages in an ad in one place and then reinvest to continue the conversation with those customers.] = Prem'}]",Prem,0
79,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [We see a very big opportunity in front of us.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [We see a very big opportunity in front of us.] = Prem'}]",Prem,0
80,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [And so the subscription business itself is nearly as broad as the App Store itself is, and so that's the value proposition.] =",1,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [And so the subscription business itself is nearly as broad as the App Store itself is, and so that\'s the value proposition.] = Prem'}]",Prem,0
81,"Is the below sentence categorized as ""Premise"" or ""Claim""?
            
            [We have different competitors in the space today like Snapchat, which shows that people are always building new ideas.] =",0,0,"[{'generated_text': 'Is the below sentence categorized as ""Premise"" or ""Claim""?\n            \n            [We have different competitors in the space today like Snapchat, which shows that people are always building new ideas.] = Prem'}]",Prem,0
